Word,Alpha,Rank,AnagramCount
MONOPOLIZE,EILMNOOOPZ,2,0
MONOPOLIZED,DEILMNOOOPZ,3,0
MONOPOLIZES,EILMNOOOPSZ,3,0
MONOPOLIZING,GIILMNNOOOPZ,3,0
MONOPOLY,LMNOOOPY,1,0
MONOPSONISTIC,CIIMNNOOOPSST,3,0
MONOPSONY,MNNOOOPSY,3,0
MONORAIL,AILMNOOR,2,0
MONOS,MNOOS,3,1
MONOSYLLABIC,ABCILLMNOOSY,3,0
MONOSYLLABLE,ABELLLMNOOSY,3,0
MONOSYLLABLES,ABELLLMNOOSSY,3,0
MONOTHEISM,EHIMMNOOST,3,0
MONOTHEIST,EHIMNOOSTT,3,0
MONOTHEISTIC,CEHIIMNOOSTT,3,0
MONOTHEISTS,EHIMNOOSSTT,3,0
MONOTONE,EMNNOOOT,2,0
MONOTONES,EMNNOOOST,3,1
MONOTONIC,CIMNNOOOT,3,0
MONOTONICALLY,ACILLMNNOOOTY,3,0
MONOTONOUS,MNNOOOOSTU,2,0
MONOTONOUSLY,LMNNOOOOSTUY,3,0
MONOTONY,MNNOOOTY,2,0
MONOTYPE,EMNOOPTY,3,0
MONOTYPES,EMNOOPSTY,3,0
MONOUNSATURATED,AADEMNNOORSTTUU,2,0
MONOXIDE,DEIMNOOX,2,0
MONOZYGOTIC,CGIMNOOOTYZ,3,0
MONSIEUR,EIMNORSU,2,0
MONSIGNOR,GIMNNOORS,2,0
MONSOON,MNNOOOS,2,0
MONSOONS,MNNOOOSS,3,0
MONSTER,EMNORST,3,1
MONSTERS,EMNORSST,2,0
MONSTRANCE,ACEMNNORST,3,0
MONSTROSITIES,EIIMNOORSSSTT,3,0
MONSTROSITY,IMNOORSSTTY,2,0
MONSTROUS,MNOORSSTU,2,0
MONSTROUSLY,LMNOORSSTUY,3,0
MONSTROUSNESS,EMNNOORSSSSTU,3,0
MONTAGE,AEGMNOT,2,2
MONTAGES,AEGMNOST,3,1
MONTANE,AEMNNOT,3,0
MONTH,HMNOT,1,0
MONTHLIES,EHILMNOST,3,0
MONTHLONG,GHLMNNOOT,2,0
MONTHLY,HLMNOTY,1,0
MONTHS,HMNOST,1,0
MONUMENT,EMMNNOTU,1,0
MONUMENTAL,AELMMNNOTU,2,0
MONUMENTALITY,AEILMMNNOTTUY,3,0
MONUMENTALLY,AELLMMNNOTUY,3,0
MONUMENTS,EMMNNOSTU,2,0
MOO,MOO,3,0
MOOCH,CHMOO,3,0
MOOCHER,CEHMOOR,3,0
MOOCHING,CGHIMNOO,3,0
MOOD,DMOO,1,1
MOODIER,DEIMOOR,3,0
MOODILY,DILMOOY,3,0
MOODINESS,DEIMNOOSS,3,0
MOODS,DMOOS,2,1
MOODY,DMOOY,2,0
MOOED,DEMOO,3,0
MOOING,GIMNOO,3,0
MOOLA,ALMOO,3,0
MOOLAH,AHLMOO,3,0
MOON,MNOO,3,1
MOONBEAM,ABEMMNOO,3,0
MOONBEAMS,ABEMMNOOS,3,0
MOONED,DEMNOO,3,0
MOONING,GIMNNOO,3,0
MOONLESS,ELMNOOSS,2,0
MOONLET,ELMNOOT,3,0
MOONLETS,ELMNOOST,3,0
MOONLIGHT,GHILMNOOT,3,0
MOONLIGHTED,DEGHILMNOOT,3,0
MOONLIGHTING,GGHIILMNNOOT,2,0
MOONLIGHTS,GHILMNOOST,3,0
MOONLIKE,EIKLMNOO,3,0
MOONLIT,ILMNOOT,2,0
MOONRISE,EIMNOORS,3,0
MOONS,MNOOS,2,1
MOONSCAPE,ACEMNOOPS,3,0
MOONSCAPES,ACEMNOOPSS,3,0
MOONSET,EMNOOST,3,0
MOONSHINE,EHIMNNOOS,2,0
MOONSHINER,EHIMNNOORS,3,0
MOONSHINERS,EHIMNNOORSS,3,0
MOONSHOT,HMNOOOST,3,0
MOONSTONE,EMNNOOOST,3,1
MOONSTRUCK,CKMNOORSTU,3,0
MOONWALK,AKLMNOOW,3,0
MOONY,MNOOY,3,0
MOOR,MOOR,3,1
MOORED,DEMOOR,2,1
MOORING,GIMNOOR,3,1
MOORINGS,GIMNOORS,2,0
MOORISH,HIMOORS,3,0
MOORLAND,ADLMNOOR,3,0
MOORLANDS,ADLMNOORS,3,0
MOORS,MOORS,2,1
MOOT,MOOT,3,0
MOOTED,DEMOOT,3,0
MOP,MOP,2,1
MOPE,EMOP,3,1
MOPED,DEMOP,3,0
MOPEDS,DEMOPS,3,0
MOPES,EMOPS,3,1
MOPEY,EMOPY,3,0
MOPING,GIMNOP,3,0
MOPPED,DEMOPP,3,0
MOPPING,GIMNOPP,2,0
MOPS,MOPS,3,0
MORAINES,AEIMNORS,3,0
MORAL,ALMOR,2,1
MORALE,AELMOR,1,0
MORALISM,AILMMORS,3,0
MORALIST,AILMORST,3,0
MORALISTIC,ACIILMORST,2,0
MORALISTS,AILMORSST,3,0
MORALITIES,AEIILMORST,3,0
MORALITY,AILMORTY,1,0
MORALIZE,AEILMORZ,3,0
MORALIZING,AGIILMNORZ,3,0
MORALLY,ALLMORY,1,0
MORALS,ALMORS,2,1
MORASS,AMORSS,2,0
MORATORIUM,AIMMOORRTU,2,0
MORATORIUMS,AIMMOORRSTU,3,0
MORAY,AMORY,3,1
MORBID,BDIMOR,2,0
MORBIDITY,BDIIMORTY,2,0
MORBIDLY,BDILMORY,3,0
MORDANT,ADMNORT,3,1
MORDANTLY,ADLMNORTY,3,0
MORE,EMOR,1,0
MOREL,ELMOR,3,0
MORELS,ELMORS,3,1
MOREOVER,EEMOORRV,1,0
MORES,EMORS,2,0
MORGUE,EGMORU,2,0
MORGUES,EGMORSU,3,0
MORIBUND,BDIMNORU,2,0
MORN,MNOR,2,1
MORNING,GIMNNOR,1,0
MORNINGS,GIMNNORS,1,0
MORNS,MNORS,3,1
MORON,MNOOR,2,0
MORONIC,CIMNOOR,3,1
MORONS,MNOORS,2,0
MOROSE,EMOORS,2,0
MOROSELY,ELMOORSY,3,0
MORPH,HMOPR,3,0
MORPHED,DEHMOPR,2,0
MORPHEME,EEHMMOPR,3,0
MORPHEMES,EEHMMOPRS,3,0
MORPHIC,CHIMOPR,3,0
MORPHINE,EHIMNOPR,2,0
MORPHING,GHIMNOPR,2,0
MORPHOGENESIS,EEGHIMNOOPRSS,3,0
MORPHOLOGIC,CGHILMOOOPR,3,0
MORPHOLOGICAL,ACGHILLMOOOPR,2,0
MORPHOLOGICALLY,ACGHILLLMOOOPRY,3,0
MORPHOLOGIES,EGHILMOOOPRS,3,0
MORPHOLOGY,GHLMOOOPRY,2,0
MORPHOMETRIC,CEHIMMOOPRRT,3,0
MORPHOMETRY,EHMMOOPRRTY,3,0
MORPHS,HMOPRS,2,0
MORRO,MOORR,3,0
MORROW,MOORRW,3,0
MORSEL,ELMORS,2,1
MORSELS,ELMORSS,2,0
MORTADELLA,AADELLMORT,3,0
MORTAL,ALMORT,2,0
MORTALITIES,AEIILMORSTT,3,0
MORTALITY,AILMORTTY,1,0
MORTALLY,ALLMORTY,2,0
MORTALS,ALMORST,2,1
MORTAR,AMORRT,2,0
MORTARBOARD,AABDMOORRRT,3,0
MORTARED,ADEMORRT,3,0
MORTARS,AMORRST,2,0
MORTGAGE,AEGGMORT,1,0
MORTGAGED,ADEGGMORT,3,0
MORTGAGES,AEGGMORST,1,0
MORTGAGING,AGGGIMNORT,3,0
MORTICIAN,ACIIMNORT,3,0
MORTICIANS,ACIIMNORST,3,0
MORTIFICATION,ACFIIIMNOORTT,3,0
MORTIFIED,DEFIIMORT,3,0
MORTIFY,FIMORTY,3,0
MORTIFYING,FGIIMNORTY,3,0
MORTISE,EIMORST,3,1
MORTISES,EIMORSST,3,0
MORTUARIES,AEIMORRSTU,3,0
MORTUARY,AMORRTUY,2,0
MOSAIC,ACIMOS,2,0
MOSAICISTS,ACIIMOSSST,3,0
MOSAICS,ACIMOSS,2,0
MOSEY,EMOSY,3,0
MOSEYED,DEEMOSY,3,0
MOSEYING,EGIMNOSY,3,0
MOSHAV,AHMOSV,3,0
MOSHING,GHIMNOS,3,0
MOSQUE,EMOQSU,1,0
MOSQUES,EMOQSSU,2,0
MOSQUITO,IMOOQSTU,2,0
MOSQUITOES,EIMOOQSSTU,2,0
MOSQUITOS,IMOOQSSTU,3,0
MOSS,MOSS,2,0
MOSSES,EMOSSS,3,0
MOSSY,MOSSY,2,0
MOST,MOST,1,1
MOSTEST,EMOSSTT,3,0
MOSTLY,LMOSTY,1,0
MOTE,EMOT,3,1
MOTEL,ELMOT,1,0
MOTELS,ELMOST,2,1
MOTES,EMOST,3,2
MOTETS,EMOSTT,3,1
MOTH,HMOT,2,0
MOTHBALL,ABHLLMOT,3,0
MOTHBALLED,ABDEHLLMOT,3,0
MOTHBALLS,ABHLLMOST,3,0
MOTHER,EHMORT,3,0
MOTHERBOARD,ABDEHMOORRT,2,0
MOTHERBOARDS,ABDEHMOORRST,3,0
MOTHERED,DEEHMORT,3,0
MOTHERFUCKER,CEEFHKMORRTU,2,0
MOTHERFUCKERS,CEEFHKMORRSTU,3,0
MOTHERFUCKING,CEFGHIKMNORTU,3,0
MOTHERHOOD,DEHHMOOORT,2,0
MOTHERHOUSE,EEHHMOORSTU,3,1
MOTHERING,EGHIMNORT,2,0
MOTHERLAND,ADEHLMNORT,2,0
MOTHERLESS,EEHLMORSST,3,0
MOTHERLY,EHLMORTY,2,0
MOTHERS,EHMORST,1,2
MOTHS,HMOST,2,0
MOTIF,FIMOT,2,0
MOTIFS,FIMOST,2,0
MOTILE,EILMOT,3,0
MOTILITY,IILMOTTY,3,0
MOTION,IMNOOT,3,0
MOTIONED,DEIMNOOT,2,1
MOTIONING,GIIMNNOOT,2,0
MOTIONLESS,EILMNOOSST,2,0
MOTIONLESSLY,EILLMNOOSSTY,3,0
MOTIONS,IMNOOST,1,0
MOTIVATE,AEIMOTTV,2,0
MOTIVATED,ADEIMOTTV,2,0
MOTIVATES,AEIMOSTTV,2,0
MOTIVATING,AGIIMNOTTV,2,0
MOTIVATION,AIIMNOOTTV,1,0
MOTIVATIONAL,AAIILMNOOTTV,2,0
MOTIVATIONALLY,AAIILLMNOOTTVY,3,0
MOTIVATIONS,AIIMNOOSTTV,2,0
MOTIVATOR,AIMOORTTV,2,0
MOTIVATORS,AIMOORSTTV,2,0
MOTIVE,EIMOTV,1,0
MOTIVES,EIMOSTV,1,0
MOTIVIC,CIIMOTV,3,0
MOTLEY,ELMOTY,2,0
MOTOCROSS,CMOOORSST,3,0
MOTOR,MOORT,3,0
MOTORBIKE,BEIKMOORT,3,0
MOTORBIKES,BEIKMOORST,3,0
MOTORBOAT,ABMOOORTT,3,0
MOTORBOATS,ABMOOORSTT,3,0
MOTORCADE,ACDEMOORT,2,0
MOTORCADES,ACDEMOORST,3,0
MOTORCAR,ACMOORRT,3,0
MOTORCARS,ACMOORRST,3,0
MOTORCYCLE,CCELMOORTY,1,0
MOTORCYCLES,CCELMOORSTY,2,0
MOTORCYCLING,CCGILMNOORTY,3,0
MOTORCYCLIST,CCILMOORSTTY,3,0
MOTORCYCLISTS,CCILMOORSSTTY,3,0
MOTORED,DEMOORT,3,0
MOTORIC,CIMOORT,3,0
MOTORICALLY,ACILLMOORTY,3,0
MOTORING,GIMNOORT,3,0
MOTORIST,IMOORSTT,2,0
MOTORISTS,IMOORSSTT,2,0
MOTORIZED,DEIMOORTZ,2,0
MOTORMAN,AMMNOORT,3,0
MOTORMOUTH,HMMOOORTTU,3,0
MOTORS,MOORST,1,0
MOTORWAY,AMOORTWY,3,0
MOTORWAYS,AMOORSTWY,3,0
MOTS,MOST,3,1
MOTTLED,DELMOTT,2,0
MOTTLING,GILMNOTT,3,0
MOTTO,MOOTT,2,0
MOTTOES,EMOOSTT,3,0
MOTTOS,MOOSTT,3,0
MOUE,EMOU,3,0
MOUFLON,FLMNOOU,3,0
MOULD,DLMOU,2,0
MOULDED,DDELMOU,3,0
MOULDING,DGILMNOU,3,0
MOULDY,DLMOUY,3,0
MOUND,DMNOU,1,0
MOUNDED,DDEMNOU,3,0
MOUNDING,DGIMNNOU,3,0
MOUNDS,DMNOSU,2,0
MOUNT,MNOTU,1,0
MOUNTAIN,AIMNNOTU,1,0
MOUNTAINEER,AEEIMNNORTU,2,1
MOUNTAINEERING,AEEGIIMNNNORTU,2,0
MOUNTAINEERS,AEEIMNNORSTU,2,1
MOUNTAINOUS,AIMNNOOSTUU,2,0
MOUNTAINS,AIMNNOSTU,1,0
MOUNTAINSIDE,ADEIIMNNOSTU,2,0
MOUNTAINSIDES,ADEIIMNNOSSTU,3,0
MOUNTAINTOP,AIMNNOOPTTU,2,0
MOUNTAINTOPS,AIMNNOOPSTTU,3,0
MOUNTEBANK,ABEKMNNOTU,3,0
MOUNTED,DEMNOTU,2,0
MOUNTING,GIMNNOTU,1,0
MOUNTINGS,GIMNNOSTU,3,0
MOUNTS,MNOSTU,2,0
MOURN,MNORU,2,0
MOURNED,DEMNORU,2,0
MOURNER,EMNORRU,3,0
MOURNERS,EMNORRSU,2,0
MOURNFUL,FLMNORUU,2,0
MOURNFULLY,FLLMNORUUY,2,0
MOURNING,GIMNNORU,2,0
MOURNS,MNORSU,3,0
MOUSE,EMOSU,1,0
MOUSER,EMORSU,3,0
MOUSETRAP,AEMOPRSTU,3,0
MOUSETRAPS,AEMOPRSSTU,3,0
MOUSING,GIMNOSU,3,0
MOUSSAKA,AAKMOSSU,3,0
MOUSSE,EMOSSU,2,0
MOUSSELINE,EEILMNOSSU,3,0
MOUSSES,EMOSSSU,3,0
MOUSTACHE,ACEHMOSTU,2,0
MOUSTACHES,ACEHMOSSTU,3,0
MOUSY,MOSUY,3,0
MOUTH,HMOTU,3,0
MOUTHED,DEHMOTU,3,0
MOUTHFEEL,EEFHLMOTU,3,0
MOUTHFUL,FHLMOTUU,2,0
MOUTHFULS,FHLMOSTUU,3,0
MOUTHING,GHIMNOTU,2,0
MOUTHPARTS,AHMOPRSTTU,3,0
MOUTHPIECE,CEEHIMOPTU,2,0
MOUTHPIECES,CEEHIMOPSTU,3,0
MOUTHS,HMOSTU,1,0
MOUTHWASH,AHHMOSTUW,3,0
MOUTHWASHES,AEHHMOSSTUW,3,0
MOUTHWATERING,AEGHIMNORTTUW,3,0
MOUTHY,HMOTUY,3,0
MOUTON,MNOOTU,3,0
MOVABLE,ABELMOV,2,0
MOVE,EMOV,1,0
MOVEABLE,ABEELMOV,3,0
MOVED,DEMOV,3,0
MOVEMENT,EEMMNOTV,1,0
MOVEMENTS,EEMMNOSTV,1,0
MOVER,EMORV,2,0
MOVERS,EMORSV,2,0
MOVES,EMOSV,1,0
MOVIE,EIMOV,1,0
MOVIEGOER,EEGIMOORV,3,0
MOVIEGOERS,EEGIMOORSV,2,0
MOVIEGOING,EGGIIMNOOV,3,0
MOVIEMAKER,AEEIKMMORV,3,0
MOVIEMAKERS,AEEIKMMORSV,3,0
MOVIEMAKING,AEGIIKMMNOV,3,0
MOVIES,EIMOSV,1,0
MOVING,GIMNOV,1,0
MOVINGLY,GILMNOVY,3,0
MOW,MOW,2,0
MOWED,DEMOW,3,0
MOWER,EMORW,2,0
MOWERS,EMORSW,2,0
MOWING,GIMNOW,2,0
MOWN,MNOW,3,0
MOWS,MOSW,3,0
MOXIE,EIMOX,3,0
MOZZARELLA,AAELLMORZZ,2,0
MU,MU,2,1
MUCH,CHMU,1,1
MUCHACHOS,ACCHHMOSU,3,0
MUCILAGE,ACEGILMU,3,0
MUCIN,CIMNU,3,1
MUCK,CKMU,2,0
MUCKED,CDEKMU,3,0
MUCKING,CGIKMNU,3,0
MUCKRAKER,ACEKKMRRU,3,0
MUCKRAKERS,ACEKKMRRSU,3,0
MUCKRAKING,ACGIKKMNRU,3,0
MUCKS,CKMSU,3,0
MUCKY,CKMUY,3,0
MUCOSA,ACMOSU,2,0
MUCOSAL,ACLMOSU,2,0
MUCOUS,CMOSUU,2,0
MUCUS,CMSUU,2,0
MUD,DMU,1,0
MUDDIED,DDDEIMU,3,0
MUDDIER,DDEIMRU,3,0
MUDDLE,DDELMU,3,0
MUDDLED,DDDELMU,3,0
MUDDLES,DDELMSU,3,0
MUDDLING,DDGILMNU,3,0
MUDDY,DDMUY,1,0
MUDDYING,DDGIMNUY,3,0
MUDFLAT,ADFLMTU,3,0
MUDFLATS,ADFLMSTU,3,0
MUDFLOWS,DFLMOSUW,3,0
MUDHOLE,DEHLMOU,3,0
MUDHOLES,DEHLMOSU,3,0
MUDRA,ADMRU,3,0
MUDROOM,DMMOORU,3,0
MUDS,DMSU,3,0
MUDSKIPPER,DEIKMPPRSU,3,0
MUDSLIDE,DDEILMSU,3,0
MUDSLIDES,DDEILMSSU,3,0
MUDSLINGING,DGGIILMNNSU,3,0
MUDSTONE,DEMNOSTU,3,0
MUENSTER,EEMNRSTU,3,0
MUESLI,EILMSU,3,0
MUEZZIN,EIMNUZZ,3,0
MUFF,FFMU,3,0
MUFFED,DEFFMU,3,0
MUFFIN,FFIMNU,2,0
MUFFINS,FFIMNSU,2,0
MUFFLE,EFFLMU,3,0
MUFFLED,DEFFLMU,2,0
MUFFLER,EFFLMRU,2,0
MUFFLERS,EFFLMRSU,3,0
MUFFLES,EFFLMSU,3,0
MUFFLING,FFGILMNU,3,0
MUFFS,FFMSU,3,0
MUFTI,FIMTU,3,0
MUG,GMU,3,1
MUGGED,DEGGMU,3,0
MUGGER,EGGMRU,2,0
MUGGERS,EGGMRSU,3,0
MUGGING,GGGIMNU,3,0
MUGGINGS,GGGIMNSU,3,0
MUGGY,GGMUY,2,0
MUGS,GMSU,3,2
MUJAHEDEEN,ADEEEHJMNU,3,0
MUJAHEDIN,ADEHIJMNU,3,0
MUJAHIDEEN,ADEEHIJMNU,3,0
MULATTO,ALMOTTU,2,0
MULATTOES,AELMOSTTU,3,0
MULATTOS,ALMOSTTU,3,0
MULBERRIES,BEEILMRRSU,3,0
MULBERRY,BELMRRUY,2,0
MULCH,CHLMU,3,0
MULCHED,CDEHLMU,3,0
MULCHES,CEHLMSU,3,0
MULCHING,CGHILMNU,2,0
MULE,ELMU,2,0
MULES,ELMSU,2,0
MULETA,AELMTU,3,1
MULEYS,ELMSUY,3,0
MULISH,HILMSU,3,0
MULL,LLMU,3,0
MULLAHS,AHLLMSU,2,0
MULLED,DELLMU,3,0
MULLEIN,EILLMNU,3,0
MULLET,ELLMTU,2,0
MULLETS,ELLMSTU,3,0
MULLIGANS,AGILLMNSU,3,0
MULLING,GILLMNU,2,0
MULLIONED,DEILLMNOU,3,0
MULLIONS,ILLMNOSU,3,0
MULLS,LLMSU,3,0
MULTIAGENCY,ACEGILMNTUY,3,0
MULTIAXIAL,AAIILLMTUX,3,0
MULTIBILLION,BIIILLLMNOTU,3,0
MULTICAMPUS,ACILMMPSTUU,3,0
MULTICELLED,CDEEILLLMTU,3,0
MULTICELLULAR,ACEILLLLMRTUU,3,0
MULTICENTER,CEEILMNRTTU,3,0
MULTICHANNEL,ACEHILLMNNTU,3,0
MULTICOLOR,CILLMOORTU,3,0
MULTICOLORED,CDEILLMOORTU,2,0
MULTICOMPONENT,CEILMMNNOOPTTU,3,0
MULTICOURSE,CEILMORSTUU,3,0
MULTICULTURAL,ACILLLMRTTUUU,1,0
MULTIDAY,ADILMTUY,3,0
MULTIDRUG,DGILMRTUU,3,0
MULTIETHNIC,CEHIILMNTTU,2,0
MULTIFACETED,ACDEEFILMTTU,2,0
MULTIFACTOR,ACFILMORTTU,3,0
MULTIFACTORIAL,AACFIILLMORTTU,3,0
MULTIFAMILY,AFIILLMMTUY,3,0
MULTIFARIOUS,AFIILMORSTUU,3,0
MULTIFOCAL,ACFILLMOTU,3,0
MULTIFORM,FILMMORTU,3,0
MULTIFUNCTION,CFIILMNNOTTUU,3,0
MULTIFUNCTIONAL,ACFIILLMNNOTTUU,3,0
MULTIGRAIN,AGIILMNRTU,3,0
MULTIGROUP,GILMOPRTUU,3,0
MULTIHOSPITAL,AHIILLMOPSTTU,3,0
MULTIHUED,DEHILMTUU,3,0
MULTILANE,AEILLMNTU,3,0
MULTILATERAL,AAEILLLMRTTU,2,0
MULTILATERALISM,AAEIILLLMMRSTTU,2,0
MULTILATERALIST,AAEIILLLMRSTTTU,3,0
MULTILATERALLY,AAEILLLLMRTTUY,3,0
MULTILAYER,AEILLMRTUY,3,0
MULTILAYERED,ADEEILLMRTUY,2,0
MULTILEVEL,EEILLLMTUV,2,0
MULTILEVELED,DEEEILLLMTUV,3,0
MULTILINGUAL,AGIILLLMNTUU,2,0
MULTILINGUALISM,AGIIILLLMMNSTUU,3,0
MULTIMEDIA,ADEIILMMTU,1,0
MULTIMILLION,IIILLLMMNOTU,2,0
MULTIMODAL,ADILLMMOTU,3,0
MULTIMODE,DEILMMOTU,3,0
MULTINATIONAL,AAIILLMNNOTTU,2,0
MULTINATIONALS,AAIILLMNNOSTTU,2,0
MULTINOMIAL,AIILLMMNOTU,3,0
MULTIPANED,ADEILMNPTU,3,0
MULTIPART,AILMPRTTU,3,0
MULTIPARTY,AILMPRTTUY,2,0
MULTIPHASE,AEHILMPSTU,3,0
MULTIPLAYER,AEILLMPRTUY,3,0
MULTIPLE,EILLMPTU,2,0
MULTIPLES,EILLMPSTU,2,0
MULTIPLEX,EILLMPTUX,2,0
MULTIPLEXED,DEEILLMPTUX,3,0
MULTIPLEXER,EEILLMPRTUX,3,0
MULTIPLEXES,EEILLMPSTUX,3,0
MULTIPLEXING,EGIILLMNPTUX,3,0
MULTIPLICATION,ACIIILLMNOPTTU,2,0
MULTIPLICATIONS,ACIIILLMNOPSTTU,3,0
MULTIPLICATIVE,ACEIIILLMPTTUV,3,0
MULTIPLICITIES,CEIIIILLMPSTTU,3,0
MULTIPLICITY,CIIILLMPTTUY,2,0
MULTIPLIED,DEIILLMPTU,2,0
MULTIPLIER,EIILLMPRTU,2,0
MULTIPLIERS,EIILLMPRSTU,3,0
MULTIPLIES,EIILLMPSTU,3,0
MULTIPLY,ILLMPTUY,3,0
MULTIPLYING,GIILLMNPTUY,2,0
MULTIPOLAR,AILLMOPRTU,3,0
MULTIPOLARITY,AIILLMOPRTTUY,3,0
MULTIPOLE,EILLMOPTU,3,0
MULTIPORT,ILMOPRTTU,3,0
MULTIPROCESSOR,CEILMOOPRRSSTU,3,0
MULTIPRONGED,DEGILMNOPRTU,3,0
MULTIPURPOSE,EILMOPPRSTUU,2,0
MULTIRACIAL,AACIILLMRTU,2,0
MULTIRELIGIOUS,EGIIILLMORSTUU,3,0
MULTISCREEN,CEEILMNRSTU,3,0
MULTISENSORY,EILMNORSSTUY,3,0
MULTISITE,EIILMSTTU,3,0
MULTISPECIES,CEEIILMPSSTU,3,0
MULTISPECTRAL,ACEILLMPRSTTU,3,0
MULTISPORT,ILMOPRSTTU,3,0
MULTISTAGE,AEGILMSTTU,3,0
MULTISTATE,AEILMSTTTU,3,0
MULTISTEP,EILMPSTTU,3,0
MULTISTORIED,DEIILMORSTTU,3,0
MULTISTORY,ILMORSTTUY,3,0
MULTISYLLABIC,ABCIILLLMSTUY,3,0
MULTISYSTEM,EILMMSSTTUY,3,0
MULTITALENTED,ADEEILLMNTTTU,3,0
MULTITASK,AIKLMSTTU,3,0
MULTITASKING,AGIIKLMNSTTU,2,0
MULTITIERED,DEEIILMRTTU,3,0
MULTITRACK,ACIKLMRTTU,3,0
MULTITUDE,DEILMTTUU,2,0
MULTITUDES,DEILMSTTUU,2,0
MULTITUDINOUS,DIILMNOSTTUUU,3,0
MULTIUSE,EILMSTUU,3,0
MULTIUSER,EILMRSTUU,3,0
MULTIVALENT,AEILLMNTTUV,3,0
MULTIVARIABLE,AABEIILLMRTUV,3,0
MULTIVARIATE,AAEIILMRTTUV,2,0
MULTIVITAMIN,AIIILMMNTTUV,2,0
MULTIVITAMINS,AIIILMMNSTTUV,3,0
MULTIVOLUME,EILLMMOTUUV,3,0
MULTIWAVELENGTH,AEEGHILLMNTTUVW,3,0
MULTIYEAR,AEILMRTUY,2,0
MUM,MMU,2,1
MUMBLE,BELMMU,3,0
MUMBLED,BDELMMU,3,0
MUMBLES,BELMMSU,2,0
MUMBLING,BGILMMNU,2,0
MUMBLY,BLMMUY,3,0
MUMMERS,EMMMRSU,3,0
MUMMIES,EIMMMSU,2,0
MUMMIFICATION,ACFIIIMMMNOTU,3,0
MUMMIFIED,DEFIIMMMU,2,0
MUMMY,MMMUY,2,0
MUMPS,MMPSU,3,0
MUMS,MMSU,2,0
MUNCH,CHMNU,2,0
MUNCHED,CDEHMNU,3,0
MUNCHES,CEHMNSU,3,0
MUNCHIES,CEHIMNSU,3,0
MUNCHING,CGHIMNNU,2,0
MUNCHKIN,CHIKMNNU,3,0
MUNCHKINS,CHIKMNNSU,3,0
MUNDANE,ADEMNNU,2,1
MUNDANELY,ADELMNNUY,3,0
MUNDANITY,ADIMNNTUY,3,0
MUNICIPAL,ACIILMNPU,1,0
MUNICIPALITIES,ACEIIIILMNPSTU,2,0
MUNICIPALITY,ACIIILMNPTUY,2,0
MUNICIPALLY,ACIILLMNPUY,3,0
MUNIFICENCE,CCEEFIIMNNU,3,0
MUNIFICENT,CEFIIMNNTU,3,0
MUNITION,IIMNNOTU,3,0
MUNITIONS,IIMNNOSTU,3,0
MUON,MNOU,3,0
MUONS,MNOSU,3,0
MURAL,ALMRU,2,0
MURALIST,AILMRSTU,3,1
MURALISTS,AILMRSSTU,3,0
MURALS,ALMRSU,2,0
MURDER,DEMRRU,2,0
MURDERED,DDEEMRRU,2,1
MURDERER,DEEMRRRU,1,0
MURDERERS,DEEMRRRSU,2,0
MURDERESS,DEEMRRSSU,3,0
MURDERING,DEGIMNRRU,2,0
MURDEROUS,DEMORRSUU,2,0
MURDEROUSLY,DELMORRSUUY,3,0
MURDERS,DEMRRSU,3,0
MURINE,EIMNRU,3,0
MURK,KMRU,2,0
MURKIER,EIKMRRU,3,0
MURKILY,IKLMRUY,3,0
MURKINESS,EIKMNRSSU,3,0
MURKY,KMRUY,2,0
MURMUR,MMRRUU,2,0
MURMURED,DEMMRRUU,3,0
MURMURING,GIMMNRRUU,2,0
MURMUROUS,MMORRSUUU,3,0
MURMURS,MMRRSUU,2,0
MURRELET,EELMRRTU,3,0
MURRELETS,EELMRRSTU,3,0
MURRES,EMRRSU,3,0
MUSCADINE,ACDEIMNSU,3,0
MUSCADINES,ACDEIMNSSU,3,0
MUSCATEL,ACELMSTU,3,0
MUSCLE,CELMSU,1,0
MUSCLED,CDELMSU,3,0
MUSCLEMAN,ACELMMNSU,3,0
MUSCLEMEN,CEELMMNSU,3,0
MUSCLES,CELMSSU,1,0
MUSCLING,CGILMNSU,3,0
MUSCOVITE,CEIMOSTUV,3,0
MUSCOVITES,CEIMOSSTUV,3,0
MUSCULAR,ACLMRSUU,1,0
MUSCULARITY,ACILMRSTUUY,3,0
MUSCULATURE,ACELMRSTUUU,2,0
MUSCULOSKELETAL,ACEEKLLLMOSSTUU,2,0
MUSE,EMSU,2,1
MUSED,DEMSU,3,0
MUSEOLOGICAL,ACEGILLMOOSU,3,0
MUSEOLOGY,EGLMOOSUY,3,0
MUSES,EMSSU,2,0
MUSEUM,EMMSUU,1,0
MUSEUMS,EMMSSUU,1,0
MUSH,HMSU,3,1
MUSHED,DEHMSU,3,0
MUSHER,EHMRSU,3,0
MUSHERS,EHMRSSU,3,0
MUSHING,GHIMNSU,3,0
MUSHROOM,HMMOORSU,3,0
MUSHROOMED,DEHMMOORSU,3,0
MUSHROOMING,GHIMMNOORSU,3,0
MUSHROOMS,HMMOORSSU,1,0
MUSHY,HMSUY,2,0
MUSIC,CIMSU,1,0
MUSICAL,ACILMSU,2,0
MUSICALE,ACEILMSU,3,0
MUSICALITY,ACIILMSTUY,3,0
MUSICALLY,ACILLMSUY,2,0
